Gene stable ID	Gene % GC content	Gene name
ENSMUSG00000100938	40.15	Gm28726
ENSMUSG00000101068	40.63	Gm28759
ENSMUSG00000101821	45.11	Gm21308
ENSMUSG00000101405	45.31	Gm28758
ENSMUSG00000101950	49.47	Gm29267
ENSMUSG00000099633	40.18	Gm29071
ENSMUSG00000099441	45.20	Gm29268
ENSMUSG00000102079	45.11	Gm21879
ENSMUSG00000100411	44.97	Gm29269
ENSMUSG00000100449	44.97	Gm28757
ENSMUSG00000100970	45.51	Gm29270
ENSMUSG00000101990	45.69	Gm20856
ENSMUSG00000099642	38.75	Gm28348
ENSMUSG00000101354	45.02	Gm28973
ENSMUSG00000101204	40.04	Gm29271
ENSMUSG00000101835	45.26	Gm21734
ENSMUSG00000102127	45.29	Gm28972
ENSMUSG00000099362	46.89	Gm28970
ENSMUSG00000099921	40.24	Gm28971
ENSMUSG00002076147	42.59	5S_rRNA
ENSMUSG00000100581	45.11	Gm21785
ENSMUSG00000095979	35.55	Gm21209
ENSMUSG00000100564	43.68	Gm28682
ENSMUSG00000095650	40.43	Gm20854
ENSMUSG00000101215	40.63	Gm28569
ENSMUSG00000099477	45.04	Gm28349
ENSMUSG00000100206	45.26	Gm28681
ENSMUSG00000102092	44.54	Gm21892
ENSMUSG00000100765	40.37	Gm28684
ENSMUSG00000101989	45.38	Gm28346
ENSMUSG00000100288	46.85	Gm28345
ENSMUSG00000101475	45.31	Gm21316
ENSMUSG00000099341	39.80	Gm29090
ENSMUSG00000099713	45.69	Gm21923
ENSMUSG00000099831	44.88	Gm28683
ENSMUSG00000101282	40.24	Gm28152
ENSMUSG00000101868	44.79	Gm28680
ENSMUSG00002075299	42.59	5S_rRNA
ENSMUSG00000101221	45.11	Gm21881
ENSMUSG00000099992	45.83	Gm21435
ENSMUSG00000100914	39.97	Gm28679
ENSMUSG00000101346	45.04	Gm29505
ENSMUSG00000101230	44.54	Gm21862
ENSMUSG00000100338	35.21	Gm28870
ENSMUSG00000102061	45.26	Gm28823
ENSMUSG00000100541	43.96	Gm28871
ENSMUSG00000101961	40.11	Gm28220
ENSMUSG00000099367	40.00	Gm29512
ENSMUSG00000099666	40.32	Gm29511
ENSMUSG00000100240	35.54	Gm20820
ENSMUSG00000100331	45.26	Gm20880
ENSMUSG00000101347	43.53	Gm28219
ENSMUSG00000100390	46.03	Gm20881
ENSMUSG00000099824	40.21	Gm28218
ENSMUSG00000101263	45.04	Gm29121
ENSMUSG00002076549	42.59	5S_rRNA
ENSMUSG00000099986	45.55	Gm29120
ENSMUSG00000100116	45.31	Gm20861
ENSMUSG00000100118	40.04	Gm29117
ENSMUSG00000099524	45.83	Gm20860
ENSMUSG00000100854	45.20	Gm28057
ENSMUSG00000101092	45.11	Gm21796
ENSMUSG00000100817	45.35	Gm29302
ENSMUSG00000102122	35.51	Gm20883
ENSMUSG00000099513	43.10	Gm29119
ENSMUSG00000101552	40.32	Gm29118
ENSMUSG00000102110	40.10	Gm28440
ENSMUSG00000100973	35.53	Gm29299
ENSMUSG00000100388	40.34	Gm29116
ENSMUSG00000100802	44.97	Gm20889
ENSMUSG00000099588	43.68	Gm29298
ENSMUSG00000101752	45.69	Gm20887
ENSMUSG00000100028	40.32	Gm29092
ENSMUSG00000100350	45.37	Gm29091
ENSMUSG00000099867	45.37	Gm29320
ENSMUSG00000101193	45.11	Gm21849
ENSMUSG00000100887	40.43	Gm29297
ENSMUSG00000100655	45.26	Gm21462
ENSMUSG00000100915	39.97	Gm29321
ENSMUSG00000101670	45.69	Gm21470
ENSMUSG00000100773	44.88	Gm28366
ENSMUSG00000101829	45.26	Gm21752
ENSMUSG00000099496	40.06	Gm28365
ENSMUSG00000096769	35.55	Gm21117
ENSMUSG00000100365	43.68	Gm29319
ENSMUSG00000099985	45.39	Gm28317
ENSMUSG00000099916	40.29	Gm28318
ENSMUSG00000094399	35.67	Gm21477
ENSMUSG00000101631	45.02	Gm20884
ENSMUSG00000099912	43.25	Gm28368
ENSMUSG00000099613	39.10	Gm28313
ENSMUSG00000101557	47.54	Gm28314
ENSMUSG00000100377	39.68	Gm28369
ENSMUSG00000101222	45.25	Gm28315
ENSMUSG00000100243	40.20	Gm28367
ENSMUSG00000101902	45.37	Gm29115
ENSMUSG00000102132	45.40	Gm21813
ENSMUSG00000100787	40.37	Gm28316
ENSMUSG00000100098	45.40	Gm21387
ENSMUSG00000099709	45.89	Gm21396
ENSMUSG00000101002	39.04	Gm28944
ENSMUSG00000099856	35.60	Gm20906
ENSMUSG00000101019	45.04	Gm28943
ENSMUSG00000101241	43.53	Gm29111
ENSMUSG00000101684	45.55	Gm28946
ENSMUSG00000100695	40.63	Gm28110
ENSMUSG00000100820	45.49	Gm28945
ENSMUSG00000101866	45.17	Gm28109
ENSMUSG00000101931	40.38	Gm28108
ENSMUSG00000100355	44.83	Gm28107
ENSMUSG00000100232	40.00	Gm28947
ENSMUSG00000101646	45.04	Gm28106
ENSMUSG00000101250	45.24	Gm28105
ENSMUSG00000100352	45.24	Gm28104
ENSMUSG00000100682	40.78	Gm28103
ENSMUSG00000100485	35.53	Gm20920
ENSMUSG00000100947	43.10	Gm28949
ENSMUSG00000101915	35.58	Gm28102
ENSMUSG00000100461	45.45	Gm28948
ENSMUSG00000100746	43.68	Gm28716
ENSMUSG00000099675	40.32	Gm28717
ENSMUSG00000101770	45.28	Gm28718
ENSMUSG00000100248	40.22	Gm28950
ENSMUSG00000101623	45.69	Gm21245
ENSMUSG00000099643	40.23	Gm29162
ENSMUSG00000100996	45.37	Gm29169
ENSMUSG00000099777	45.40	Gm21777
ENSMUSG00000101515	45.11	Gm21899
ENSMUSG00000100930	45.53	Gm28866
ENSMUSG00000099559	45.32	Gm29063
ENSMUSG00000099637	40.63	Gm28737
ENSMUSG00000100440	39.96	Gm28405
ENSMUSG00000101494	45.40	Gm21792
ENSMUSG00000099565	43.68	Gm28738
ENSMUSG00000099649	39.00	Gm28406
ENSMUSG00000100343	36.11	Gm20923
ENSMUSG00000100391	44.55	Gm28978
ENSMUSG00000101984	40.01	Gm29436
ENSMUSG00000099494	40.29	Gm28197
ENSMUSG00000100637	35.45	Gm20819
ENSMUSG00000102044	45.11	Gm21249
ENSMUSG00000101850	43.82	Gm29437
ENSMUSG00000099745	45.04	Gm28736
ENSMUSG00000099436	45.19	Gm28977
ENSMUSG00000101883	45.40	Gm21840
ENSMUSG00000100067	40.22	Gm28407
ENSMUSG00000100818	45.40	Gm21287
ENSMUSG00000099529	45.55	Gm29390
ENSMUSG00000102022	40.15	Gm28735
ENSMUSG00000101497	45.37	Gm29391
ENSMUSG00000100870	45.40	Gm21720
ENSMUSG00000101694	45.24	Gm29392
ENSMUSG00000101533	39.94	Gm29393
ENSMUSG00000102045	35.55	Gm21294
ENSMUSG00000095606	35.54	Gm21258
ENSMUSG00000100492	40.15	Gm28672
ENSMUSG00000099725	43.53	Gm28734
ENSMUSG00000100403	44.68	Gm21838
ENSMUSG00000100853	40.32	Gm28232
ENSMUSG00000099982	40.54	Gm28670
ENSMUSG00000100036	45.52	Gm28671
ENSMUSG00000099506	45.26	Gm28732
ENSMUSG00000101402	40.33	Gm28673
ENSMUSG00000100584	40.36	Gm28733
ENSMUSG00000100574	40.18	Gm28674
ENSMUSG00000101987	45.26	Gm21268
ENSMUSG00000100330	43.82	Gm28531
ENSMUSG00000100072	45.69	Gm21275
ENSMUSG00000101570	38.98	Gm28233
ENSMUSG00000101885	43.82	Gm28235
ENSMUSG00000100095	45.20	Gm28234
ENSMUSG00000100608	36.69	Gm21996
ENSMUSG00000101420	45.40	Gm21902
ENSMUSG00000100270	45.31	Gm21803
ENSMUSG00000102011	39.30	Gm28930
ENSMUSG00000100246	45.18	Gm20879
ENSMUSG00000099654	40.09	Gm28236
ENSMUSG00000100834	45.45	Gm21285
ENSMUSG00000100533	41.31	Gm29504
ENSMUSG00000094729	40.23	Gm20747
ENSMUSG00000100332	39.12	Gm29250
ENSMUSG00000100678	45.37	Gm29251
ENSMUSG00000096178	36.88	Gm20837
ENSMUSG00000100507	45.40	Gm21906
ENSMUSG00000100964	37.00	Gm29503
ENSMUSG00000101547	45.28	Gm29252
ENSMUSG00000099619	40.82	Gm28300
ENSMUSG00000100401	39.83	Gm29248
ENSMUSG00000099399	41.36	Gm28301
ENSMUSG00000101992	44.97	Gm29249
ENSMUSG00000101367	41.98	Gm29484
ENSMUSG00000095366	41.37	Gm21860
ENSMUSG00000101665	45.61	Gm21920
ENSMUSG00000100778	38.94	Gm28908
ENSMUSG00000095134	46.85	Mid1-ps1
ENSMUSG00000100835	45.04	Gm28907
ENSMUSG00000101446	44.97	Gm21749
ENSMUSG00000100045	35.50	Gm20929
ENSMUSG00000101018	43.68	Gm28910
ENSMUSG00000101178	40.63	Gm28909
ENSMUSG00000096768	46.16	Gm47283
ENSMUSG00000101566	45.08	Gm28276
ENSMUSG00000099871	43.39	Gm21742
ENSMUSG00000096850	48.87	Gm21748
ENSMUSG00000101190	39.83	Gm28274
ENSMUSG00000099942	45.18	Gm28275
ENSMUSG00000100864	45.83	Gm21302
ENSMUSG00000101368	44.79	Gm28290
ENSMUSG00000099682	45.34	Gm28292
ENSMUSG00000100227	40.28	Gm28291
ENSMUSG00000099456	40.40	Gm28293
ENSMUSG00000099594	45.26	Gm21740
ENSMUSG00000101267	45.55	Gm21912
ENSMUSG00000101783	45.20	Gm28698
ENSMUSG00000099466	45.18	Gm29304
ENSMUSG00000100089	45.38	Gm29305
ENSMUSG00000101542	40.02	Gm29303
ENSMUSG00000096518	35.46	Gm21894
ENSMUSG00000099509	43.68	Gm29307
ENSMUSG00000100424	39.23	Gm29557
ENSMUSG00002076770	42.59	5S_rRNA
ENSMUSG00000101490	45.26	Gm20927
ENSMUSG00000099993	45.83	Gm20930
ENSMUSG00000101534	45.20	Gm29306
ENSMUSG00000101364	44.97	Gm29300
ENSMUSG00000101422	40.12	Gm29301
ENSMUSG00000094570	35.56	Gm20931
ENSMUSG00000100488	43.82	Gm29559
ENSMUSG00000100184	40.27	Gm29558
ENSMUSG00000101967	40.28	Gm29555
ENSMUSG00000102035	45.26	Gm21733
ENSMUSG00000101228	45.55	Gm21330
ENSMUSG00000101723	38.99	Gm28355
ENSMUSG00000102056	44.40	Gm28354
ENSMUSG00000100052	47.37	Gm28353
ENSMUSG00000099442	45.38	Gm28352
ENSMUSG00000095135	35.57	Gm21858
ENSMUSG00000100195	43.68	Gm29244
ENSMUSG00000101148	40.63	Gm28200
ENSMUSG00000101580	45.14	Gm28201
ENSMUSG00000100054	39.83	Gm28202
ENSMUSG00000100207	45.18	Gm28203
ENSMUSG00000100142	45.83	Gm21340
ENSMUSG00000100889	44.79	Gm28204
ENSMUSG00000099607	45.34	Gm28205
ENSMUSG00000100242	45.40	Gm28206
ENSMUSG00000100167	40.29	Gm28207
ENSMUSG00000100144	40.11	Gm28208
ENSMUSG00000102103	45.26	Gm21851
ENSMUSG00000099527	45.55	Gm21819
ENSMUSG00000101045	45.20	Gm29224
ENSMUSG00000099920	45.18	Gm29223
ENSMUSG00000101021	45.35	Gm29222
ENSMUSG00000099485	43.15	Gm29221
ENSMUSG00000099548	40.01	Gm29220
ENSMUSG00000096875	35.37	Gm21815
ENSMUSG00000099978	43.68	Gm29407
ENSMUSG00000101150	39.23	Gm29405
ENSMUSG00000099595	36.51	Gm29406
ENSMUSG00000100539	45.83	Gm20913
ENSMUSG00000100073	39.12	Gm29404
ENSMUSG00000100223	45.20	Gm29403
ENSMUSG00000100772	44.97	Gm28350
ENSMUSG00000101782	40.09	Gm28964
ENSMUSG00000101155	35.59	Sly
ENSMUSG00000100295	43.95	Gm28165
ENSMUSG00000100578	39.76	Gm28709
ENSMUSG00000101245	40.34	Gm28965
ENSMUSG00000100456	39.42	Gm21868
ENSMUSG00000096122	39.86	Gm21943
ENSMUSG00000101943	40.58	Gm28532
ENSMUSG00000100724	40.57	Gm28533
ENSMUSG00000099388	40.01	Gm28966
ENSMUSG00000101399	35.50	Gm28961
ENSMUSG00000101350	41.09	Gm28962
ENSMUSG00000100614	40.45	Gm28963
ENSMUSG00000100501	50.95	Gm29466
ENSMUSG00000100083	40.22	Gm29467
ENSMUSG00000101991	45.11	Gm21724
ENSMUSG00000100076	50.95	Gm20963
ENSMUSG00000101100	40.94	Gm28326
ENSMUSG00000101744	40.82	Gm28325
ENSMUSG00000095807	35.70	Gm21405
ENSMUSG00000101317	40.36	Gm28284
ENSMUSG00000101244	40.43	Gm29368
ENSMUSG00000096626	36.86	Gm21861
ENSMUSG00000100085	50.95	Gm21413
ENSMUSG00000101424	40.80	Gm28073
ENSMUSG00000100264	50.85	Gm21419
ENSMUSG00000100715	40.03	Gm28074
ENSMUSG00000100582	50.95	Gm21428
ENSMUSG00000099551	41.29	Gm28072
ENSMUSG00000096347	36.76	Gm21758
ENSMUSG00000101531	40.14	Gm29672
ENSMUSG00000100425	40.36	Gm29131
ENSMUSG00000101005	35.68	Gm20871
ENSMUSG00000101300	40.81	Gm29130
ENSMUSG00000101426	50.95	Gm20978
ENSMUSG00000101891	41.01	Gm29132
ENSMUSG00000100238	50.95	Gm21450
ENSMUSG00000101103	45.10	Gm21843
ENSMUSG00000099866	40.22	Gm28889
ENSMUSG00000101110	50.85	Gm28890
ENSMUSG00000095141	36.84	Gm28891
ENSMUSG00000101910	40.49	Gm28691
ENSMUSG00000100579	41.09	Gm28692
ENSMUSG00000094217	35.66	Gm20794
ENSMUSG00000100057	40.83	Gm28690
ENSMUSG00000101592	50.76	Gm28689
ENSMUSG00000100609	40.20	Gm28687
ENSMUSG00000101993	50.95	Gm20987
ENSMUSG00000099935	45.11	Gm21918
ENSMUSG00000100667	36.89	1700040F15Rik
ENSMUSG00000100012	40.47	Gm29207
ENSMUSG00000099836	40.36	Gm29204
ENSMUSG00000100575	35.70	Gm21489
ENSMUSG00000101676	45.44	Gm21832
ENSMUSG00000101510	45.88	Gm21573
ENSMUSG00000099393	40.50	Gm28179
ENSMUSG00000100404	45.91	Gm21577
ENSMUSG00000099865	41.99	Gm29206
ENSMUSG00000101353	40.09	Gm29203
ENSMUSG00000100726	35.58	Gm21497
ENSMUSG00000100474	43.52	Gm29614
ENSMUSG00000100757	40.58	Gm29613
ENSMUSG00000100606	45.41	Gm29612
ENSMUSG00000101170	41.84	Gm29343
ENSMUSG00000099355	40.15	Gm29342
ENSMUSG00000100559	39.64	Gm20803
ENSMUSG00000099739	45.55	Gm20804
ENSMUSG00000100874	45.20	Gm28598
ENSMUSG00000101689	44.96	Gm28599
ENSMUSG00000101285	40.04	Gm28600
ENSMUSG00000094821	35.55	Gm21518
ENSMUSG00000099626	43.80	Gm28185
ENSMUSG00000102108	40.89	Gm29037
ENSMUSG00000093950	39.58	Gm20823
ENSMUSG00000101323	45.82	Gm21877
ENSMUSG00000101326	40.77	Gm28835
ENSMUSG00000101466	45.10	Gm29548
ENSMUSG00000101614	39.94	Gm29547
ENSMUSG00000100307	35.25	Gm29546
ENSMUSG00000101882	43.66	Gm29545
ENSMUSG00000099585	40.89	Gm29544
ENSMUSG00000101182	39.77	Gm29209
ENSMUSG00000101668	40.32	Gm29549
ENSMUSG00000101998	45.39	Gm21530
ENSMUSG00000099975	46.16	Gm21617
ENSMUSG00000099783	45.04	Gm28589
ENSMUSG00000101390	45.68	Gm29420
ENSMUSG00000099699	40.04	Gm29421
ENSMUSG00000100856	35.50	Gm21627
ENSMUSG00000101544	43.23	Gm29422
ENSMUSG00000100159	40.58	Gm28808
ENSMUSG00000101864	45.10	Gm21634
ENSMUSG00000100712	45.24	Gm28446
ENSMUSG00000101119	39.60	Gm29060
ENSMUSG00000099520	39.97	Gm29061
ENSMUSG00000100520	35.38	Gm20885
ENSMUSG00000102107	43.66	Gm29062
ENSMUSG00000101057	40.63	Gm29057
ENSMUSG00000101125	40.29	Gm29625
ENSMUSG00000101887	45.15	Gm21654
ENSMUSG00000100521	45.04	Gm29058
ENSMUSG00000101790	40.32	Gm29059
ENSMUSG00000100452	40.37	Gm29628
ENSMUSG00000101403	45.40	Gm20882
ENSMUSG00000101830	45.89	Gm20907
ENSMUSG00000100322	40.17	Gm29624
ENSMUSG00000099350	45.55	Gm29623
ENSMUSG00000100329	45.49	Gm29622
ENSMUSG00000099940	40.00	Gm29265
ENSMUSG00000101766	35.52	Gm20908
ENSMUSG00000101530	43.08	Gm29259
ENSMUSG00000100676	40.26	Gm28860
ENSMUSG00000101539	40.22	Gm28252
ENSMUSG00000100353	44.81	Gm28859
ENSMUSG00000101022	47.09	Gm20921
ENSMUSG00000100165	40.75	Gm28253
ENSMUSG00000100077	45.11	Gm21826
ENSMUSG00000101569	45.32	Gm28254
ENSMUSG00000101184	40.63	Gm28861
ENSMUSG00000099386	43.66	Gm28255
ENSMUSG00000095103	35.38	Gm21171
ENSMUSG00000095785	39.61	Gm20924
ENSMUSG00000101982	40.28	Gm28990
ENSMUSG00000099487	45.40	Gm21848
ENSMUSG00000101507	40.15	Gm29457
ENSMUSG00000093993	35.55	Gm20736
ENSMUSG00000100956	43.53	Gm28558
ENSMUSG00000100942	40.32	Gm28560
ENSMUSG00000100333	45.26	Gm28561
ENSMUSG00000100126	40.36	Gm29584
ENSMUSG00000101679	46.66	Gm20936
ENSMUSG00000099434	45.69	Gm20934
ENSMUSG00000101177	40.44	Gm29586
ENSMUSG00000100993	45.40	Gm21895
ENSMUSG00000099778	45.59	Gm28134
ENSMUSG00000101512	40.09	Gm28135
ENSMUSG00000100136	45.45	Gm20933
ENSMUSG00000101256	39.60	Gm28133
ENSMUSG00000101758	40.59	Gm28137
ENSMUSG00000099395	45.28	Gm28138
ENSMUSG00000100982	45.40	Gm21837
ENSMUSG00000100988	40.12	Gm28136
ENSMUSG00000099368	44.97	Gm21910
ENSMUSG00000101032	40.03	Gm29377
ENSMUSG00000101010	45.61	Gm21889
ENSMUSG00000100447	40.63	Gm29378
ENSMUSG00000100607	45.08	Gm29379
ENSMUSG00000099829	40.89	Gm29380
ENSMUSG00000101278	40.19	Gm29381
ENSMUSG00000101442	45.18	Gm28795
ENSMUSG00000096666	40.22	Gm20852
ENSMUSG00000100373	36.02	Gm29003
ENSMUSG00000101202	40.22	Gm28749
ENSMUSG00000102077	45.34	Gm29001
ENSMUSG00000099852	45.26	Gm29002
ENSMUSG00000095302	40.09	Ssty2
ENSMUSG00000099570	40.36	Gm29000
ENSMUSG00000100569	45.34	Gm28646
ENSMUSG00000100809	40.90	Gm28612
ENSMUSG00000099962	40.27	Gm28613
ENSMUSG00000100547	44.97	Gm28611
ENSMUSG00000099755	45.98	Gm21114
ENSMUSG00000101686	40.16	Gm29633
ENSMUSG00000099457	45.11	Gm21794
ENSMUSG00000101313	40.38	Gm29219
ENSMUSG00000100478	45.48	Gm29632
ENSMUSG00000101083	40.63	Gm29631
ENSMUSG00000102118	43.53	Gm29637
ENSMUSG00000096881	35.43	Gm20874
ENSMUSG00000099716	39.83	Gm29082
ENSMUSG00000101794	40.36	Gm29217
ENSMUSG00000101529	45.38	Gm29636
ENSMUSG00000099335	40.00	Gm29635
ENSMUSG00000100897	43.53	Gm29634
ENSMUSG00000101139	34.31	Gm29639
ENSMUSG00000101164	40.43	Gm29218
ENSMUSG00000101825	45.69	Gm21806
ENSMUSG00000099976	45.45	Gm20935
ENSMUSG00000099501	40.10	Gm29662
ENSMUSG00000099991	45.51	Gm29660
ENSMUSG00000101358	40.32	Gm29661
ENSMUSG00000101816	43.53	Gm29659
ENSMUSG00000096016	35.56	Gm20937
ENSMUSG00000101861	40.35	Gm29450
ENSMUSG00000101598	45.51	Gm29449
ENSMUSG00000102230	45.60	Gm31335
ENSMUSG00000104345	40.27	Gm37690
ENSMUSG00000102262	43.39	Gm38107
ENSMUSG00000103528	35.52	Gm31571
ENSMUSG00000102772	40.15	Gm32114
ENSMUSG00000103425	45.45	Gm37075
ENSMUSG00000102486	45.18	Gm37921
ENSMUSG00000103250	45.20	Gm32180
ENSMUSG00000103077	40.27	Gm38371
ENSMUSG00000103787	45.51	Gm37657
ENSMUSG00000103987	45.34	Gm37448
ENSMUSG00000103063	44.79	Gm33163
ENSMUSG00000102957	45.83	Gm21065
ENSMUSG00000103269	45.11	Gm36978
ENSMUSG00000103954	40.27	Gm37721
ENSMUSG00000103894	40.95	Gm37129
ENSMUSG00000103795	43.68	Gm37990
ENSMUSG00000103919	35.60	Gm21366
ENSMUSG00000103812	39.95	Gm33954
ENSMUSG00000104259	45.49	Gm37538
ENSMUSG00000102487	45.11	Gm21871
ENSMUSG00000102847	45.04	Gm34274
ENSMUSG00000103773	38.90	Gm34217
ENSMUSG00000102347	45.69	Gm21469
ENSMUSG00000104480	45.26	Gm21661
ENSMUSG00000104062	39.93	Gm37952
ENSMUSG00000103231	45.55	Gm21907
ENSMUSG00000102318	45.20	Gm37627
ENSMUSG00000103074	45.40	Gm20925
ENSMUSG00000102965	44.97	Gm20926
ENSMUSG00000104289	40.20	Gm37454
ENSMUSG00000102730	43.53	Gm38138
ENSMUSG00000102529	35.39	Gm29740
ENSMUSG00000103589	40.07	Gm37840
ENSMUSG00000102396	45.53	Gm37574
ENSMUSG00000104247	45.26	Gm21768
ENSMUSG00000104255	44.88	Gm37172
ENSMUSG00000102598	39.23	Gm35670
ENSMUSG00000102402	45.69	Gm20840
ENSMUSG00000104228	45.26	Gm35955
ENSMUSG00000103029	40.30	Gm37687
ENSMUSG00000102239	45.17	Gm38296
ENSMUSG00000103153	40.32	Gm38290
ENSMUSG00000103086	43.53	Gm38121
ENSMUSG00000103327	35.40	Gm36047
ENSMUSG00000104500	40.06	Gm36345
ENSMUSG00000103236	45.37	Gm37157
ENSMUSG00000102911	45.18	Gm38017
ENSMUSG00000103008	45.04	Gm36468
ENSMUSG00000103058	45.69	Gm21845
ENSMUSG00000093868	39.65	Gm20809
ENSMUSG00000102350	40.27	Gm37434
ENSMUSG00000102993	40.32	Gm37765
ENSMUSG00000103311	43.53	Gm38229
ENSMUSG00000104070	35.41	Gm36866
ENSMUSG00000103615	40.05	Gm30045
ENSMUSG00000094911	43.03	Gm21921
ENSMUSG00000104431	45.36	Gm37112
ENSMUSG00000103758	45.18	Gm37287
ENSMUSG00000104146	45.04	Gm30175
ENSMUSG00000102507	45.69	Gm21350
ENSMUSG00000102358	45.26	Gm21412
ENSMUSG00000103977	40.27	Gm37071
ENSMUSG00000102643	45.20	Gm37547
ENSMUSG00000103064	40.32	Gm36968
ENSMUSG00000102842	43.53	Gm38035
ENSMUSG00000103714	35.36	Gm20857
ENSMUSG00000103660	40.02	Gm30705
ENSMUSG00000094939	43.03	Gm21773
ENSMUSG00000103982	45.33	Gm37451
ENSMUSG00000102328	45.18	Gm37793
ENSMUSG00000103487	45.04	Gm30858
ENSMUSG00000103639	45.69	Gm21791
ENSMUSG00000104085	45.26	Gm21427
ENSMUSG00000102576	40.30	Gm37875
ENSMUSG00000103372	40.32	Gm37237
ENSMUSG00000102354	43.53	Gm38350
ENSMUSG00000102906	35.38	Gm20858
ENSMUSG00000103813	40.02	Gm31422
ENSMUSG00000104412	45.36	Gm37798
ENSMUSG00000104321	45.18	Gm37318
ENSMUSG00000103892	45.04	Gm31572
ENSMUSG00000103969	45.69	Gm21890
ENSMUSG00000102339	45.26	Gm21443
ENSMUSG00000102977	40.30	Gm37346
ENSMUSG00000102547	45.23	Gm38136
ENSMUSG00000103675	43.39	Gm37991
ENSMUSG00000103842	34.31	Gm37808
ENSMUSG00000104024	35.40	Gm33571
ENSMUSG00000103462	40.02	Gm32181
ENSMUSG00000101467	45.18	Gm28662
ENSMUSG00000101260	45.04	Gm28780
ENSMUSG00000101105	45.69	Gm21755
ENSMUSG00000099346	45.31	Gm20895
ENSMUSG00000101513	39.90	Gm28853
ENSMUSG00000101809	45.28	Gm28852
ENSMUSG00000099841	40.63	Gm28855
ENSMUSG00000099573	43.82	Gm28854
ENSMUSG00000102104	45.41	Gm28858
ENSMUSG00000100055	35.60	Gm20890
ENSMUSG00000101929	40.08	Gm28245
ENSMUSG00000101971	45.40	Gm28246
ENSMUSG00000101839	45.40	Gm28247
ENSMUSG00000102010	45.53	Gm28248
ENSMUSG00000101149	45.83	Gm20892
ENSMUSG00000101743	40.11	Gm28249
ENSMUSG00000101311	45.36	Gm28250
ENSMUSG00000100803	45.18	Gm28251
ENSMUSG00000100873	45.04	Gm28243
ENSMUSG00000101692	39.17	Gm28244
ENSMUSG00000100464	45.69	Gm21771
ENSMUSG00000102015	45.31	Gm21476
ENSMUSG00000101198	40.21	Gm29021
ENSMUSG00000099955	45.28	Gm28880
ENSMUSG00000099873	43.82	Gm28452
ENSMUSG00000099541	35.59	Gm21488
ENSMUSG00000101920	40.08	Gm28454
ENSMUSG00000099430	45.40	Gm28878
ENSMUSG00000100099	45.40	Gm28879
ENSMUSG00000100495	45.37	Gm29369
ENSMUSG00000100413	45.83	Gm21506
ENSMUSG00000100570	40.11	Gm29399
ENSMUSG00000101863	45.18	Gm29400
ENSMUSG00000099727	45.04	Gm29401
ENSMUSG00000099791	45.83	Gm20891
ENSMUSG00000101473	45.31	Gm20893
ENSMUSG00000101753	40.21	Gm28799
ENSMUSG00000101484	45.33	Gm28798
ENSMUSG00000100587	40.32	Gm28797
ENSMUSG00000099828	43.82	Gm28796
ENSMUSG00000101158	35.61	Gm20894
ENSMUSG00000099537	40.08	Gm28938
ENSMUSG00000101669	45.18	Gm28937
ENSMUSG00000099862	45.04	Gm28936
ENSMUSG00000101908	45.83	Gm21642
ENSMUSG00000100473	45.17	Gm21804
ENSMUSG00000101192	40.06	Gm29122
ENSMUSG00000101607	40.63	Gm28939
ENSMUSG00000101418	45.11	Gm28983
ENSMUSG00000099431	38.78	Gm28985
ENSMUSG00000101837	45.69	Gm20810
ENSMUSG00000100233	35.05	Gm20811
ENSMUSG00000100859	40.91	Gm28725
ENSMUSG00000099653	50.95	Gm28984
ENSMUSG00000100875	41.23	Gm28987
ENSMUSG00000100117	36.59	Gm28986
ENSMUSG00000101305	43.00	Gm29171
ENSMUSG00000099650	41.14	Gm28129
ENSMUSG00000101560	40.63	Gm28127
ENSMUSG00000101954	50.95	Gm28128
ENSMUSG00000096538	35.61	Gm21853
ENSMUSG00000099348	45.64	Gm28132
ENSMUSG00000099380	40.36	Gm28130
ENSMUSG00000101412	40.43	Gm28131
ENSMUSG00000118461	39.06	Gm21679
ENSMUSG00000099817	45.11	Gm29317
ENSMUSG00000099880	50.76	Gm29316
ENSMUSG00000101642	40.87	Gm29315
ENSMUSG00000101719	50.76	Gm28216
ENSMUSG00000100896	35.71	Gm28217
ENSMUSG00000099347	45.11	Gm28093
ENSMUSG00000101379	50.95	Gm28092
ENSMUSG00000100565	40.82	Gm28091
ENSMUSG00000101489	35.59	Gm28090
ENSMUSG00000100038	45.64	Gm29580
ENSMUSG00000100415	40.27	Gm28089
ENSMUSG00000101775	40.40	Gm28088
ENSMUSG00000100321	44.74	Gm29579
ENSMUSG00000100467	36.90	Gm29582
ENSMUSG00000095192	50.95	Gm21529
ENSMUSG00000100311	40.80	Gm29581
ENSMUSG00000094232	50.95	Gm21539
ENSMUSG00000099990	41.33	Gm29578
ENSMUSG00000101527	45.11	Gm21908
ENSMUSG00000096698	50.95	Gm21780
ENSMUSG00000099855	40.81	Gm28486
ENSMUSG00000094623	35.61	Gm21737
ENSMUSG00000100928	40.41	Gm28487
ENSMUSG00000101667	36.34	Gm29289
ENSMUSG00000093918	37.01	Gm21677
ENSMUSG00000099455	39.07	Gm29288
ENSMUSG00000094511	40.41	Gm21693
ENSMUSG00000101141	39.00	Gm21139
ENSMUSG00000093987	38.16	Gm21704
ENSMUSG00000100285	39.10	Gm21147
ENSMUSG00000095948	36.54	Gm21708
